year,证券代码,代码,公司名称,ESG综合评级
2019,2387,002387.SZ,维信诺,B-
2020,2387,002387.SZ,维信诺,B-
2021,2387,002387.SZ,维信诺,B-
2022,2387,002387.SZ,维信诺,C+
2018,2390,002390.SZ,信邦制药,B-
2019,2390,002390.SZ,信邦制药,B
2020,2390,002390.SZ,信邦制药,B-
2021,2390,002390.SZ,信邦制药,B
2022,2390,002390.SZ,信邦制药,B-
2020,2396,002396.SZ,星网锐捷,B-
2021,2396,002396.SZ,星网锐捷,B-
2022,2396,002396.SZ,星网锐捷,B-
2015,2399,002399.SZ,海普瑞,B-
2016,2399,002399.SZ,海普瑞,C+
2018,2399,002399.SZ,海普瑞,B-
2019,2399,002399.SZ,海普瑞,B-
2020,2399,002399.SZ,海普瑞,B-
2021,2399,002399.SZ,海普瑞,B+
2022,2399,002399.SZ,海普瑞,B+
2023,2399,002399.SZ,海普瑞,B+
2018,2400,002400.SZ,省广集团,B-
2019,2405,002405.SZ,四维图新,B-
2018,2407,002407.SZ,多氟多,B
2019,2407,002407.SZ,多氟多,B-
2020,2407,002407.SZ,多氟多,B
2022,2407,002407.SZ,多氟多,B
2023,2407,002407.SZ,多氟多,B
2018,2408,002408.SZ,齐翔腾达,B-
2019,2408,002408.SZ,齐翔腾达,B-
2020,2408,002408.SZ,齐翔腾达,B-
2021,2408,002408.SZ,齐翔腾达,B-
2022,2408,002408.SZ,齐翔腾达,C+
2023,2408,002408.SZ,齐翔腾达,C+
2022,2409,002409.SZ,雅克科技,B
2023,2409,002409.SZ,雅克科技,B
2015,2410,002410.SZ,广联达,B-
2015,2410,002410.SZ,广联达,B-
2015,2410,002410.SZ,广联达,B-
2018,2410,002410.SZ,广联达,C+
2019,2410,002410.SZ,广联达,B-
2020,2410,002410.SZ,广联达,B
2021,2410,002410.SZ,广联达,B+
2022,2410,002410.SZ,广联达,B+
2023,2410,002410.SZ,广联达,A-
2017,2411,002411.SZ,延安必康,B-
2018,2411,002411.SZ,延安必康,B
2019,2411,002411.SZ,延安必康,B-
2018,2414,002414.SZ,高德红外,B-
2019,2414,002414.SZ,高德红外,B-
2020,2414,002414.SZ,高德红外,B
2021,2414,002414.SZ,高德红外,B
2022,2414,002414.SZ,高德红外,B
2023,2414,002414.SZ,高德红外,B
2015,2415,002415.SZ,海康威视,B-
2016,2415,002415.SZ,海康威视,B-
2017,2415,002415.SZ,海康威视,B-
2018,2415,002415.SZ,海康威视,B-
2019,2415,002415.SZ,海康威视,B+
2020,2415,002415.SZ,海康威视,B+
2021,2415,002415.SZ,海康威视,B+
2022,2415,002415.SZ,海康威视,B+
2023,2415,002415.SZ,海康威视,A-
2018,2416,002416.SZ,爱施德,C+
2019,2416,002416.SZ,爱施德,B-
2020,2416,002416.SZ,爱施德,B-
2021,2416,002416.SZ,爱施德,B-
2022,2416,002416.SZ,爱施德,C+
2019,2419,002419.SZ,天虹股份,B-
2020,2419,002419.SZ,天虹股份,B
2021,2419,002419.SZ,天虹股份,B
2015,2422,002422.SZ,科伦药业,B-
2016,2422,002422.SZ,科伦药业,B-
2017,2422,002422.SZ,科伦药业,B
2019,2422,002422.SZ,科伦药业,B+
2020,2422,002422.SZ,科伦药业,B+
2021,2422,002422.SZ,科伦药业,B+
2022,2422,002422.SZ,科伦药业,B+
2023,2422,002422.SZ,科伦药业,B+
2020,2423,002423.SZ,中粮资本,C+
2021,2423,002423.SZ,中粮资本,C+
2022,2423,002423.SZ,中粮资本,B-
2023,2423,002423.SZ,中粮资本,B-
2016,2424,002424.SZ,贵州百灵,C+
2017,2424,002424.SZ,贵州百灵,C+
2018,2424,002424.SZ,贵州百灵,B-
2019,2424,002424.SZ,贵州百灵,B
2020,2424,002424.SZ,贵州百灵,B
2021,2424,002424.SZ,贵州百灵,B
2017,2426,002426.SZ,胜利精密,C+
2018,2426,002426.SZ,胜利精密,B-
2019,2426,002426.SZ,胜利精密,B-
2018,2428,002428.SZ,云南锗业,B-
2020,2429,002429.SZ,兆驰股份,B-
2021,2429,002429.SZ,兆驰股份,C+
2022,2429,002429.SZ,兆驰股份,B-
2023,2429,002429.SZ,兆驰股份,B-
2022,2430,002430.SZ,杭氧股份,B-
2023,2430,002430.SZ,杭氧股份,B-
2018,2431,002431.SZ,棕榈股份,B-
2019,2431,002431.SZ,棕榈股份,B-
2023,2432,002432.SZ,九安医疗,C+
2018,2434,002434.SZ,万里扬,B-
2019,2434,002434.SZ,万里扬,B
2020,2434,002434.SZ,万里扬,B
2021,2434,002434.SZ,万里扬,B
2022,2434,002434.SZ,万里扬,B-
2018,2437,002437.SZ,誉衡药业,C+
2019,2437,002437.SZ,誉衡药业,C+
2018,2439,002439.SZ,启明星辰,C+
2019,2439,002439.SZ,启明星辰,C+
2020,2439,002439.SZ,启明星辰,C+
2021,2439,002439.SZ,启明星辰,B-
2022,2439,002439.SZ,启明星辰,C+
2023,2439,002439.SZ,启明星辰,C+
2018,2440,002440.SZ,闰土股份,B-
2019,2440,002440.SZ,闰土股份,C+
2020,2440,002440.SZ,闰土股份,C+
2021,2440,002440.SZ,闰土股份,B-
2018,2444,002444.SZ,巨星科技,B-
2019,2444,002444.SZ,巨星科技,B-
2020,2444,002444.SZ,巨星科技,B-
2021,2444,002444.SZ,巨星科技,B-
2022,2444,002444.SZ,巨星科技,B-
2023,2444,002444.SZ,巨星科技,B-
2015,2456,002456.SZ,欧菲光,B+
2016,2456,002456.SZ,欧菲光,B
2017,2456,002456.SZ,欧菲光,B
2018,2456,002456.SZ,欧菲光,B
2019,2456,002456.SZ,欧菲光,B
2020,2456,002456.SZ,欧菲光,B-
2021,2456,002456.SZ,欧菲光,B-
2020,2458,002458.SZ,益生股份,B-
2021,2458,002458.SZ,益生股份,B-
2022,2459,002459.SZ,晶澳科技,B+
2023,2459,002459.SZ,晶澳科技,B+
2018,2460,002460.SZ,赣锋锂业,C+
2019,2460,002460.SZ,赣锋锂业,B
2020,2460,002460.SZ,赣锋锂业,B+
2021,2460,002460.SZ,赣锋锂业,A-
2022,2460,002460.SZ,赣锋锂业,A-
2023,2460,002460.SZ,赣锋锂业,A-
2018,2463,002463.SZ,沪电股份,B-
2019,2463,002463.SZ,沪电股份,B
2020,2463,002463.SZ,沪电股份,B+
2021,2463,002463.SZ,沪电股份,B+
2023,2463,002463.SZ,沪电股份,B+
2015,2465,002465.SZ,海格通信,B-
2016,2465,002465.SZ,海格通信,B-
2017,2465,002465.SZ,海格通信,B-
2018,2465,002465.SZ,海格通信,C+
2019,2465,002465.SZ,海格通信,B-
2020,2465,002465.SZ,海格通信,B-
2021,2465,002465.SZ,海格通信,B-
2022,2465,002465.SZ,海格通信,B-
2023,2465,002465.SZ,海格通信,B-
2017,2466,002466.SZ,天齐锂业,B
2018,2466,002466.SZ,天齐锂业,B+
2019,2466,002466.SZ,天齐锂业,B+
2020,2466,002466.SZ,天齐锂业,B+
2022,2466,002466.SZ,天齐锂业,B
2023,2466,002466.SZ,天齐锂业,B
2018,2468,002468.SZ,申通快递,C
2019,2468,002468.SZ,申通快递,C
2020,2468,002468.SZ,申通快递,C+
2021,2468,002468.SZ,申通快递,C+
2022,2468,002468.SZ,申通快递,C+
2023,2468,002468.SZ,申通快递,B-
2015,2470,002470.SZ,金正大,B
2016,2470,002470.SZ,金正大,B
2017,2470,002470.SZ,金正大,B
2018,2470,002470.SZ,金正大,B
2019,2470,002470.SZ,金正大,B-
2020,2470,002470.SZ,金正大,C+
2015,2475,002475.SZ,立讯精密,B-
2016,2475,002475.SZ,立讯精密,B-
2017,2475,002475.SZ,立讯精密,C+
2018,2475,002475.SZ,立讯精密,B-
2019,2475,002475.SZ,立讯精密,B-
2020,2475,002475.SZ,立讯精密,B+
2021,2475,002475.SZ,立讯精密,A-
2022,2475,002475.SZ,立讯精密,B+
2023,2475,002475.SZ,立讯精密,B+
2018,2479,002479.SZ,富春环保,B-
2018,2482,002482.SZ,广田集团,B-
2019,2482,002482.SZ,广田集团,B-
2023,2487,002487.SZ,大金重工,B
2018,2489,002489.SZ,浙江永强,B-
2019,2489,002489.SZ,浙江永强,B-
2018,2491,002491.SZ,通鼎互联,C+
2019,2491,002491.SZ,通鼎互联,B-
2020,2491,002491.SZ,通鼎互联,B-
2018,2493,002493.SZ,荣盛石化,C+
2019,2493,002493.SZ,荣盛石化,B
2020,2493,002493.SZ,荣盛石化,B+
2021,2493,002493.SZ,荣盛石化,B+
2022,2493,002493.SZ,荣盛石化,A-
2023,2493,002493.SZ,荣盛石化,A-
2022,2497,002497.SZ,雅化集团,B-
2023,2497,002497.SZ,雅化集团,B-
2015,2500,002500.SZ,山西证券,C+
2016,2500,002500.SZ,山西证券,C+
2017,2500,002500.SZ,山西证券,C+
2018,2500,002500.SZ,山西证券,B-
2019,2500,002500.SZ,山西证券,B-
2020,2500,002500.SZ,山西证券,B-
2021,2500,002500.SZ,山西证券,B-
2022,2500,002500.SZ,山西证券,B
2023,2500,002500.SZ,山西证券,B
2018,2503,002503.SZ,搜于特,C+
2019,2503,002503.SZ,搜于特,C+
2020,2503,002503.SZ,搜于特,C+
2018,2505,002505.SZ,鹏都农牧,C+
2019,2505,002505.SZ,鹏都农牧,B-
2020,2505,002505.SZ,鹏都农牧,C+
2021,2505,002505.SZ,鹏都农牧,B
2022,2505,002505.SZ,鹏都农牧,B
2023,2505,002505.SZ,鹏都农牧,B
2018,2506,002506.SZ,协鑫集成,B-
2019,2506,002506.SZ,协鑫集成,B-
2020,2506,002506.SZ,协鑫集成,B-
2021,2506,002506.SZ,协鑫集成,B-
2022,2506,002506.SZ,协鑫集成,C+
2023,2506,002506.SZ,协鑫集成,B-
2019,2507,002507.SZ,涪陵榨菜,B-
2020,2507,002507.SZ,涪陵榨菜,B-
2021,2507,002507.SZ,涪陵榨菜,B-
2022,2507,002507.SZ,涪陵榨菜,B-
2023,2507,002507.SZ,涪陵榨菜,B+
2017,2508,002508.SZ,老板电器,C+
2018,2508,002508.SZ,老板电器,C+
2019,2508,002508.SZ,老板电器,C+
2020,2508,002508.SZ,老板电器,B-
2021,2508,002508.SZ,老板电器,B-
2022,2508,002508.SZ,老板电器,B+
2023,2508,002508.SZ,老板电器,B+
2020,2511,002511.SZ,中顺洁柔,B-
2021,2511,002511.SZ,中顺洁柔,B-
2022,2511,002511.SZ,中顺洁柔,B
2023,2511,002511.SZ,中顺洁柔,B
2018,2512,002512.SZ,达华智能,B-
2019,2512,002512.SZ,达华智能,B-
2018,2517,002517.SZ,恺英网络,C+
2019,2517,002517.SZ,恺英网络,C+
2023,2518,002518.SZ,科士达,B+
2023,2531,002531.SZ,天顺风能,B-
2021,2532,002532.SZ,天山铝业,B-
2022,2532,002532.SZ,天山铝业,B-
2023,2532,002532.SZ,天山铝业,B-
2018,2544,002544.SZ,杰赛科技,B-
2019,2544,002544.SZ,杰赛科技,B-
2020,2544,002544.SZ,杰赛科技,B-
2017,2555,002555.SZ,三七互娱,C+
2018,2555,002555.SZ,三七互娱,C+
2019,2555,002555.SZ,三七互娱,B-
2020,2555,002555.SZ,三七互娱,B+
2021,2555,002555.SZ,三七互娱,B+
2022,2555,002555.SZ,三七互娱,A-
2023,2555,002555.SZ,三七互娱,A-
2020,2557,002557.SZ,洽洽食品,B-
2021,2557,002557.SZ,洽洽食品,B-
2022,2557,002557.SZ,洽洽食品,B-
2023,2557,002557.SZ,洽洽食品,B
2017,2558,002558.SZ,巨人网络,C+
2018,2558,002558.SZ,巨人网络,B-
2019,2558,002558.SZ,巨人网络,B-
2020,2558,002558.SZ,巨人网络,B-
2021,2558,002558.SZ,巨人网络,C+
2018,2563,002563.SZ,森马服饰,B-
2020,2563,002563.SZ,森马服饰,B-
2021,2563,002563.SZ,森马服饰,B-
2022,2563,002563.SZ,森马服饰,B
2023,2563,002563.SZ,森马服饰,B
2016,2568,002568.SZ,百润股份,B-
2022,2568,002568.SZ,百润股份,B-
2023,2568,002568.SZ,百润股份,B-
2015,2570,002570.SZ,贝因美,B-
2018,2572,002572.SZ,索菲亚,B-
2019,2572,002572.SZ,索菲亚,B-
2020,2572,002572.SZ,索菲亚,B
2021,2572,002572.SZ,索菲亚,B-
2022,2572,002572.SZ,索菲亚,B+
2023,2572,002572.SZ,索菲亚,B+
2018,2573,002573.SZ,清新环境,B-
2019,2573,002573.SZ,清新环境,B
2018,2583,002583.SZ,海能达,B-
2019,2583,002583.SZ,海能达,B-
2020,2583,002583.SZ,海能达,B
2021,2583,002583.SZ,海能达,B
2018,2588,002588.SZ,史丹利,B-
2018,2589,002589.SZ,瑞康医药,B-
2019,2589,002589.SZ,瑞康医药,B-
2020,2589,002589.SZ,瑞康医药,B-
2015,2594,002594.SZ,比亚迪,B-
2016,2594,002594.SZ,比亚迪,B-
2017,2594,002594.SZ,比亚迪,B
2018,2594,002594.SZ,比亚迪,B+
2019,2594,002594.SZ,比亚迪,B+
2020,2594,002594.SZ,比亚迪,B+
2021,2594,002594.SZ,比亚迪,B+
2022,2594,002594.SZ,比亚迪,B+
2023,2594,002594.SZ,比亚迪,B+
2020,2595,002595.SZ,豪迈科技,B-
2021,2595,002595.SZ,豪迈科技,B-
2022,2595,002595.SZ,豪迈科技,B-
2023,2595,002595.SZ,豪迈科技,B-
2018,2600,002600.SZ,领益智造,C+
2021,2600,002600.SZ,领益智造,B+
2022,2600,002600.SZ,领益智造,A-
2023,2600,002600.SZ,领益智造,A-
2018,2601,002601.SZ,龙佰集团,B+
2019,2601,002601.SZ,龙佰集团,B+
2020,2601,002601.SZ,龙佰集团,B
2021,2601,002601.SZ,龙佰集团,B+
2022,2601,002601.SZ,龙佰集团,B+
2023,2601,002601.SZ,龙佰集团,B+
2017,2602,002602.SZ,世纪华通,B-
2018,2602,002602.SZ,世纪华通,C+
2019,2602,002602.SZ,世纪华通,C+
2020,2602,002602.SZ,世纪华通,B-
2021,2602,002602.SZ,世纪华通,B-
2022,2602,002602.SZ,世纪华通,B+
2018,2603,002603.SZ,以岭药业,B-
2019,2603,002603.SZ,以岭药业,B-
2020,2603,002603.SZ,以岭药业,B-
2021,2603,002603.SZ,以岭药业,B
2022,2603,002603.SZ,以岭药业,B
2019,2607,002607.SZ,中公教育,B-
2020,2607,002607.SZ,中公教育,B-
2021,2607,002607.SZ,中公教育,B
2022,2607,002607.SZ,中公教育,B-
2018,2608,002608.SZ,江苏国信,B-
2023,2608,002608.SZ,江苏国信,C+
2018,2624,002624.SZ,完美世界,B-
2019,2624,002624.SZ,完美世界,B-
2020,2624,002624.SZ,完美世界,B-
2021,2624,002624.SZ,完美世界,B+
2022,2624,002624.SZ,完美世界,B+
2023,2624,002624.SZ,完美世界,B+
2018,2625,002625.SZ,光启技术,C+
2019,2625,002625.SZ,光启技术,B-
2020,2625,002625.SZ,光启技术,B-
2021,2625,002625.SZ,光启技术,B-
2022,2625,002625.SZ,光启技术,C+
2023,2625,002625.SZ,光启技术,C+
2018,2635,002635.SZ,安洁科技,B-
2019,2635,002635.SZ,安洁科技,B-
2020,2635,002635.SZ,安洁科技,B
2021,2635,002635.SZ,安洁科技,B
2018,2640,002640.SZ,跨境通,B-
2019,2640,002640.SZ,跨境通,B-
2020,2640,002640.SZ,跨境通,C+
2018,2642,002642.SZ,荣联科技,B-
2020,2648,002648.SZ,卫星石化,B-
2021,2648,002648.SZ,卫星石化,B-
2022,2648,002648.SZ,卫星化学,B
2023,2648,002648.SZ,卫星化学,B
2015,2653,002653.SZ,海思科,B-
2020,2653,002653.SZ,海思科,B-
2021,2653,002653.SZ,海思科,B-
2022,2653,002653.SZ,海思科,B-
2023,2653,002653.SZ,海思科,B-
2018,2657,002657.SZ,中科金财,B-
2018,2663,002663.SZ,普邦股份,B
2018,2665,002665.SZ,首航高科,B-
2019,2665,002665.SZ,首航高科,B-
2020,2665,002665.SZ,首航高科,B-
2018,2670,002670.SZ,国盛金控,B-
2019,2670,002670.SZ,国盛金控,B-
2020,2670,002670.SZ,国盛金控,B-
2021,2670,002670.SZ,国盛金控,B-
2022,2670,002670.SZ,国盛金控,C+
2023,2670,002670.SZ,国盛金控,C+
2018,2672,002672.SZ,东江环保,B
2019,2672,002672.SZ,东江环保,B
2015,2673,002673.SZ,西部证券,B
2016,2673,002673.SZ,西部证券,B
2017,2673,002673.SZ,西部证券,B
2018,2673,002673.SZ,西部证券,B
2019,2673,002673.SZ,西部证券,B
2020,2673,002673.SZ,西部证券,B
2021,2673,002673.SZ,西部证券,B-
2022,2673,002673.SZ,西部证券,B-
2023,2673,002673.SZ,西部证券,B-
2018,2681,002681.SZ,奋达科技,B-
2019,2681,002681.SZ,奋达科技,B-
2021,2683,002683.SZ,宏大爆破,B-
2022,2683,002683.SZ,广东宏大,B-
2023,2683,002683.SZ,广东宏大,B
2018,2690,002690.SZ,美亚光电,B-
2019,2690,002690.SZ,美亚光电,B-
2020,2690,002690.SZ,美亚光电,B-
2021,2690,002690.SZ,美亚光电,B-
2022,2690,002690.SZ,美亚光电,B-
2023,2690,002690.SZ,美亚光电,B-
2018,2699,002699.SZ,美盛文化,B-
2019,2699,002699.SZ,美盛文化,B-
2018,2701,002701.SZ,奥瑞金,C+
2019,2701,002701.SZ,奥瑞金,B-
2020,2701,002701.SZ,奥瑞金,B-
2021,2701,002701.SZ,奥瑞金,B-
2022,2701,002701.SZ,奥瑞金,B-
2021,2705,002705.SZ,新宝股份,B
2022,2705,002705.SZ,新宝股份,B
2023,2705,002705.SZ,新宝股份,B
2018,2707,002707.SZ,众信旅游,B-
2019,2707,002707.SZ,众信旅游,C+
2018,2709,002709.SZ,天赐材料,B-
2019,2709,002709.SZ,天赐材料,B
2020,2709,002709.SZ,天赐材料,B-
2021,2709,002709.SZ,天赐材料,B-
2022,2709,002709.SZ,天赐材料,B+
2023,2709,002709.SZ,天赐材料,B+
2017,2714,002714.SZ,牧原股份,B
2018,2714,002714.SZ,牧原股份,B+
2019,2714,002714.SZ,牧原股份,B+
2020,2714,002714.SZ,牧原股份,B-
2021,2714,002714.SZ,牧原股份,B
2022,2714,002714.SZ,牧原股份,B+
2023,2714,002714.SZ,牧原股份,B+
2015,2736,002736.SZ,国信证券,C+
2016,2736,002736.SZ,国信证券,C+
2017,2736,002736.SZ,国信证券,C+
2018,2736,002736.SZ,国信证券,B-
2019,2736,002736.SZ,国信证券,C+
2020,2736,002736.SZ,国信证券,C+
2021,2736,002736.SZ,国信证券,B-
2022,2736,002736.SZ,国信证券,B+
2023,2736,002736.SZ,国信证券,B+
2023,2738,002738.SZ,中矿资源,B
2016,2739,002739.SZ,万达电影,C
2017,2739,002739.SZ,万达电影,C+
2018,2739,002739.SZ,万达电影,C+
2019,2739,002739.SZ,万达电影,B-
2020,2739,002739.SZ,万达电影,B-
2021,2739,002739.SZ,万达电影,C+
2022,2739,002739.SZ,万达电影,C+
2023,2739,002739.SZ,万达电影,C+
2018,2745,002745.SZ,木林森,C+
2019,2745,002745.SZ,木林森,B-
2020,2745,002745.SZ,木林森,B-
2021,2745,002745.SZ,木林森,B-
2022,2745,002745.SZ,木林森,B-
2023,2745,002745.SZ,木林森,B-
2022,2756,002756.SZ,永兴材料,B-
2023,2756,002756.SZ,永兴材料,B-
2023,2761,002761.SZ,浙江建投,B-
2019,2773,002773.SZ,康弘药业,A-
2020,2773,002773.SZ,康弘药业,A-
2021,2773,002773.SZ,康弘药业,B+
2022,2791,002791.SZ,坚朗五金,B-
2023,2791,002791.SZ,坚朗五金,B-
2017,2797,002797.SZ,第一创业,B-
2018,2797,002797.SZ,第一创业,B
2019,2797,002797.SZ,第一创业,B-
2020,2797,002797.SZ,第一创业,B-
2021,2797,002797.SZ,第一创业,B
2022,2797,002797.SZ,第一创业,A-
2023,2797,002797.SZ,第一创业,A-
2018,2807,002807.SZ,江阴银行,C+
2019,2807,002807.SZ,江阴银行,B-
2020,2807,002807.SZ,江阴银行,B-
2019,2812,002812.SZ,恩捷股份,B-
2021,2812,002812.SZ,恩捷股份,B+
2022,2812,002812.SZ,恩捷股份,A-
2023,2812,002812.SZ,恩捷股份,A-
2018,2815,002815.SZ,崇达技术,B-
2019,2815,002815.SZ,崇达技术,B
2020,2815,002815.SZ,崇达技术,B
2021,2815,002815.SZ,崇达技术,B
2022,2815,002815.SZ,崇达技术,B
2018,2818,002818.SZ,富森美,B-
2019,2818,002818.SZ,富森美,B-
2020,2818,002818.SZ,富森美,B-
2021,2818,002818.SZ,富森美,B-
2019,2821,002821.SZ,凯莱英,B-
2020,2821,002821.SZ,凯莱英,B-
2021,2821,002821.SZ,凯莱英,B-
2022,2821,002821.SZ,凯莱英医药集团,B+
2023,2821,002821.SZ,凯莱英医药集团,B+
2017,2831,002831.SZ,裕同科技,C+
2018,2831,002831.SZ,裕同科技,B-
2019,2831,002831.SZ,裕同科技,B-
2020,2831,002831.SZ,裕同科技,B
2021,2831,002831.SZ,裕同科技,B
2022,2831,002831.SZ,裕同科技,B+
2023,2831,002831.SZ,裕同科技,B+
2017,2839,002839.SZ,张家港行,C+
2018,2839,002839.SZ,张家港行,B-
2019,2839,002839.SZ,张家港行,B-
2020,2839,002839.SZ,张家港行,B
2021,2839,002839.SZ,张家港行,B
2017,2841,002841.SZ,视源股份,B-
2018,2841,002841.SZ,视源股份,B-
2020,2841,002841.SZ,视源股份,B
2021,2841,002841.SZ,视源股份,B+
2022,2841,002841.SZ,视源股份,B+
2023,2841,002841.SZ,视源股份,B+
2023,2850,002850.SZ,科达利,C+
2020,2867,002867.SZ,周大生,C+
2021,2867,002867.SZ,周大生,C+
2022,2867,002867.SZ,周大生,C+
2023,2867,002867.SZ,周大生,C+
2020,2901,002901.SZ,大博医疗,B-
2021,2901,002901.SZ,大博医疗,B-
2022,2901,002901.SZ,大博医疗,B-
2023,2901,002901.SZ,大博医疗,B-
2018,2916,002916.SZ,深南电路,B-
2019,2916,002916.SZ,深南电路,B-
2020,2916,002916.SZ,深南电路,B+
2021,2916,002916.SZ,深南电路,B+
2022,2916,002916.SZ,深南电路,B+
2023,2916,002916.SZ,深南电路,B+
2018,2920,002920.SZ,德赛西威,B-
2019,2920,002920.SZ,德赛西威,B-
2020,2920,002920.SZ,德赛西威,B
2022,2920,002920.SZ,德赛西威,B-
2023,2920,002920.SZ,德赛西威,B-
2018,2925,002925.SZ,盈趣科技,B-
2019,2925,002925.SZ,盈趣科技,B-
2020,2925,002925.SZ,盈趣科技,B-
2021,2925,002925.SZ,盈趣科技,B-
2022,2925,002925.SZ,盈趣科技,B-
2023,2925,002925.SZ,盈趣科技,B-
2019,2926,002926.SZ,华西证券,B-
2020,2926,002926.SZ,华西证券,B-
2021,2926,002926.SZ,华西证券,B-
2022,2926,002926.SZ,华西证券,B-
2023,2926,002926.SZ,华西证券,B-
2019,2936,002936.SZ,郑州银行,B+
2020,2936,002936.SZ,郑州银行,B+
2021,2936,002936.SZ,郑州银行,B+
2022,2936,002936.SZ,郑州银行,B+
2023,2936,002936.SZ,郑州银行,B+
2019,2938,002938.SZ,鹏鼎控股,B
2020,2938,002938.SZ,鹏鼎控股,B+
2021,2938,002938.SZ,鹏鼎控股,B+
2022,2938,002938.SZ,鹏鼎控股,B+
2023,2938,002938.SZ,鹏鼎控股,B+
2019,2939,002939.SZ,长城证券,C+
2020,2939,002939.SZ,长城证券,B-
2021,2939,002939.SZ,长城证券,B-
2022,2939,002939.SZ,长城证券,B
2023,2939,002939.SZ,长城证券,B
2019,2941,002941.SZ,新疆交建,B-
2020,2941,002941.SZ,新疆交建,B-
2019,2945,002945.SZ,华林证券,B-
2020,2945,002945.SZ,华林证券,B-
2021,2945,002945.SZ,华林证券,B-
2022,2945,002945.SZ,华林证券,B+
2023,2945,002945.SZ,华林证券,B+
2019,2946,002946.SZ,新乳业,B-
2020,2946,002946.SZ,新乳业,B-
2021,2946,002946.SZ,新乳业,B+
2022,2946,002946.SZ,新希望乳业,A-
2019,2948,002948.SZ,青岛银行,B+
2020,2948,002948.SZ,青岛银行,B+
2021,2948,002948.SZ,青岛银行,B+
2022,2948,002948.SZ,青岛银行,B+
2020,2957,002957.SZ,科瑞技术,B-
2020,2958,002958.SZ,青农商行,B
2021,2958,002958.SZ,青农商行,B
2022,2958,002958.SZ,青农商行,B
2023,2958,002958.SZ,青农商行,B
2021,2966,002966.SZ,苏州银行,B
2022,2966,002966.SZ,苏州银行,B+
2023,2966,002966.SZ,苏州银行,B+
2021,2985,002985.SZ,北摩高科,B-
2022,2985,002985.SZ,北摩高科,B-
2023,2985,002985.SZ,北摩高科,B-
2021,3022,003022.SZ,联泓新科,B
2021,3035,003035.SZ,南网能源,B
2022,3035,003035.SZ,南网能源,B-
2023,3035,003035.SZ,南网能源,B-
2020,3816,003816.SZ,中广核电力,A-
2021,3816,003816.SZ,中广核电力,A-
2022,3816,003816.SZ,中广核电力,A-
2023,3816,003816.SZ,中广核电力,A-
2018,300001,300001.SZ,特锐德,C+
2019,300001,300001.SZ,特锐德,B-
2020,300001,300001.SZ,特锐德,B-
2021,300001,300001.SZ,特锐德,B-
2022,300001,300001.SZ,特锐德,B-
2023,300001,300001.SZ,特锐德,C+
2015,300002,300002.SZ,神州泰岳,C+
2016,300002,300002.SZ,神州泰岳,C+
2017,300002,300002.SZ,神州泰岳,B-
2018,300002,300002.SZ,神州泰岳,B-
2019,300002,300002.SZ,神州泰岳,B-
2020,300002,300002.SZ,神州泰岳,B-
2021,300002,300002.SZ,神州泰岳,B-
2015,300003,300003.SZ,乐普医疗,C+
2016,300003,300003.SZ,乐普医疗,C+
2018,300003,300003.SZ,乐普医疗,B-
2019,300003,300003.SZ,乐普医疗,B-
2020,300003,300003.SZ,乐普医疗,C+
2021,300003,300003.SZ,乐普医疗,B
2022,300003,300003.SZ,乐普医疗,B
2023,300003,300003.SZ,乐普医疗,B
2019,300009,300009.SZ,安科生物,B-
2020,300009,300009.SZ,安科生物,B-
2021,300009,300009.SZ,安科生物,B-
2022,300009,300009.SZ,安科生物,B-
2023,300009,300009.SZ,安科生物,B-
2018,300010,300010.SZ,豆神教育,B-
2019,300010,300010.SZ,豆神教育,B-
2020,300010,300010.SZ,豆神教育,B-
2021,300010,300010.SZ,豆神教育,B-
2020,300012,300012.SZ,华测检测,C+
2022,300012,300012.SZ,华测检测,A-
2023,300012,300012.SZ,华测检测,A-
2020,300014,300014.SZ,亿纬锂能,B-
2021,300014,300014.SZ,亿纬锂能,B-
2022,300014,300014.SZ,亿纬锂能,B+
2023,300014,300014.SZ,亿纬锂能,B+
2015,300015,300015.SZ,爱尔眼科,C+
2016,300015,300015.SZ,爱尔眼科,C+
2018,300015,300015.SZ,爱尔眼科,C
2019,300015,300015.SZ,爱尔眼科,C
2020,300015,300015.SZ,爱尔眼科,C+
2021,300015,300015.SZ,爱尔眼科,B-
2022,300015,300015.SZ,爱尔眼科,B+
2023,300015,300015.SZ,爱尔眼科,B+
2015,300017,300017.SZ,网宿科技,C+
2016,300017,300017.SZ,网宿科技,C+
2017,300017,300017.SZ,网宿科技,B-
2018,300017,300017.SZ,网宿科技,B-
2019,300017,300017.SZ,网宿科技,B-
2020,300017,300017.SZ,网宿科技,B-
2021,300017,300017.SZ,网宿科技,B-
2022,300017,300017.SZ,网宿科技,B
2023,300017,300017.SZ,网宿科技,B
2015,300024,300024.SZ,机器人,B-
2016,300024,300024.SZ,机器人,B-
2017,300024,300024.SZ,机器人,B-
2018,300024,300024.SZ,机器人,B
2019,300024,300024.SZ,机器人,B-
2020,300024,300024.SZ,机器人,B-
2021,300024,300024.SZ,机器人,B
2022,300024,300024.SZ,机器人,B-
2023,300024,300024.SZ,机器人,B-
2018,300026,300026.SZ,红日药业,B-
2019,300026,300026.SZ,红日药业,B-
2020,300026,300026.SZ,红日药业,B-
2021,300026,300026.SZ,红日药业,B-
2022,300026,300026.SZ,红日药业,B-
