year,证券代码,代码,公司名称,ESG综合评级
2021,601699,601699.SH,潞安环能,B-
2022,601699,601699.SH,潞安环能,B
2023,601699,601699.SH,潞安环能,B
2018,601717,601717.SH,郑煤机,B
2019,601717,601717.SH,郑煤机,B+
2020,601717,601717.SH,郑煤机,B+
2021,601717,601717.SH,郑煤机,B+
2022,601717,601717.SH,郑煤机,B+
2023,601717,601717.SH,郑煤机,B+
2016,601718,601718.SH,际华集团,C+
2017,601718,601718.SH,际华集团,C+
2018,601718,601718.SH,际华集团,B-
2019,601718,601718.SH,际华集团,B-
2020,601718,601718.SH,际华集团,B-
2021,601718,601718.SH,际华集团,B-
2022,601718,601718.SH,际华集团,B-
2023,601718,601718.SH,际华集团,B-
2015,601727,601727.SH,上海电气,B-
2016,601727,601727.SH,上海电气,B-
2017,601727,601727.SH,上海电气,B+
2018,601727,601727.SH,上海电气,B+
2019,601727,601727.SH,上海电气,B+
2020,601727,601727.SH,上海电气,B+
2021,601727,601727.SH,上海电气,B+
2022,601728,601728.SH,中国电信,B
2023,601728,601728.SH,中国电信,B+
2015,601766,601766.SH,中国中车,B-
2016,601766,601766.SH,中国中车,B
2017,601766,601766.SH,中国中车,B
2018,601766,601766.SH,中国中车,B-
2019,601766,601766.SH,中国中车,B+
2020,601766,601766.SH,中国中车,B
2021,601766,601766.SH,中国中车,B
2022,601766,601766.SH,中国中车,B
2023,601766,601766.SH,中国中车,B+
2018,601777,601777.SH,力帆科技,C+
2019,601777,601777.SH,力帆科技,C+
2021,601778,601778.SH,晶科科技,B-
2022,601778,601778.SH,晶科科技,B-
2023,601778,601778.SH,晶科科技,B-
2015,601788,601788.SH,光大证券,C+
2016,601788,601788.SH,光大证券,C+
2017,601788,601788.SH,光大证券,B-
2018,601788,601788.SH,光大证券,B-
2019,601788,601788.SH,光大证券,B
2020,601788,601788.SH,光大证券,B+
2021,601788,601788.SH,光大证券,B+
2022,601788,601788.SH,光大证券,B+
2023,601788,601788.SH,光大证券,B+
2020,601799,601799.SH,星宇股份,B-
2021,601799,601799.SH,星宇股份,B-
2022,601799,601799.SH,星宇股份,B-
2023,601799,601799.SH,星宇股份,B-
2015,601800,601800.SH,中国交建,B
2016,601800,601800.SH,中国交建,B
2017,601800,601800.SH,中国交建,B-
2018,601800,601800.SH,中国交建,B-
2019,601800,601800.SH,中国交建,B-
2020,601800,601800.SH,中国交建,B
2021,601800,601800.SH,中国交建,B+
2022,601800,601800.SH,中国交建,B+
2023,601800,601800.SH,中国交建,B+
2018,601801,601801.SH,皖新传媒,B
2019,601801,601801.SH,皖新传媒,B
2020,601801,601801.SH,皖新传媒,B
2021,601801,601801.SH,皖新传媒,B
2015,601808,601808.SH,中海油服,B+
2016,601808,601808.SH,中海油服,B+
2018,601808,601808.SH,中海油服,B+
2019,601808,601808.SH,中海油服,B+
2020,601808,601808.SH,中海油服,B+
2021,601808,601808.SH,中海油服,B+
2022,601808,601808.SH,中海油服,B+
2023,601808,601808.SH,中海油服,A-
2018,601811,601811.SH,新华文轩,B+
2019,601811,601811.SH,新华文轩,B+
2020,601811,601811.SH,新华文轩,A-
2020,601816,601816.SH,京沪高铁,C+
2021,601816,601816.SH,京沪高铁,B-
2022,601816,601816.SH,京沪高铁,B
2023,601816,601816.SH,京沪高铁,B
2015,601818,601818.SH,中国光大银行,B-
2016,601818,601818.SH,中国光大银行,B-
2017,601818,601818.SH,中国光大银行,B-
2018,601818,601818.SH,中国光大银行,B
2019,601818,601818.SH,中国光大银行,B
2020,601818,601818.SH,中国光大银行,B+
2021,601818,601818.SH,中国光大银行,B
2022,601818,601818.SH,中国光大银行,B+
2023,601818,601818.SH,中国光大银行,B+
2022,601825,601825.SH,上海农商银行,B+
2018,601828,601828.SH,美凯龙,B+
2019,601828,601828.SH,美凯龙,B
2020,601828,601828.SH,美凯龙,B
2021,601828,601828.SH,美凯龙,B+
2022,601828,601828.SH,美凯龙,B
2023,601828,601828.SH,美凯龙,B+
2018,601838,601838.SH,成都银行,B
2019,601838,601838.SH,成都银行,B-
2020,601838,601838.SH,成都银行,B-
2021,601838,601838.SH,成都银行,B
2022,601838,601838.SH,成都银行,B-
2023,601838,601838.SH,成都银行,B-
2015,601857,601857.SH,中国石油,B-
2016,601857,601857.SH,中国石油,B-
2017,601857,601857.SH,中国石油,B
2018,601857,601857.SH,中国石油,B-
2019,601857,601857.SH,中国石油,B
2020,601857,601857.SH,中国石油,B+
2021,601857,601857.SH,中国石油,B+
2022,601857,601857.SH,中国石油,B+
2023,601857,601857.SH,中国石油,B+
2020,601860,601860.SH,紫金农商银行,B-
2021,601860,601860.SH,紫金农商银行,B
2022,601860,601860.SH,紫金农商银行,B+
2020,601865,601865.SH,福莱特,B+
2022,601865,601865.SH,福莱特,A-
2023,601865,601865.SH,福莱特,A-
2015,601866,601866.SH,中远海发,B
2016,601866,601866.SH,中远海发,B+
2017,601866,601866.SH,中远海发,B+
2018,601866,601866.SH,中远海发,B+
2019,601866,601866.SH,中远海发,B+
2020,601866,601866.SH,中远海发,B+
2021,601866,601866.SH,中远海发,A-
2022,601866,601866.SH,中远海发,A-
2023,601866,601866.SH,中远海发,A-
2022,601868,601868.SH,中国能建,A-
2023,601868,601868.SH,中国能建,A-
2019,601869,601869.SH,长飞光纤,B+
2020,601869,601869.SH,长飞光纤,B+
2021,601869,601869.SH,长飞光纤,B+
2022,601869,601869.SH,长飞光纤,A-
2023,601869,601869.SH,长飞光纤,A-
2016,601872,601872.SH,招商轮船,B-
2017,601872,601872.SH,招商轮船,B-
2018,601872,601872.SH,招商轮船,B-
2019,601872,601872.SH,招商轮船,B-
2021,601872,601872.SH,招商轮船,B-
2022,601872,601872.SH,招商轮船,B
2023,601872,601872.SH,招商轮船,B+
2017,601877,601877.SH,正泰电器,B-
2018,601877,601877.SH,正泰电器,B
2019,601877,601877.SH,正泰电器,B
2020,601877,601877.SH,正泰电器,B+
2021,601877,601877.SH,正泰电器,B+
2022,601877,601877.SH,正泰电器,B+
2023,601877,601877.SH,正泰电器,B+
2018,601878,601878.SH,浙商证券,C+
2019,601878,601878.SH,浙商证券,B-
2020,601878,601878.SH,浙商证券,C+
2021,601878,601878.SH,浙商证券,B-
2022,601878,601878.SH,浙商证券,B
2023,601878,601878.SH,浙商证券,B
2018,601880,601880.SH,辽港股份,B
2019,601880,601880.SH,辽港股份,B+
2020,601880,601880.SH,辽港股份,B+
2021,601880,601880.SH,辽港股份,B+
2022,601880,601880.SH,辽港股份,A-
2023,601880,601880.SH,辽港股份,A-
2017,601881,601881.SH,中国银河,B-
2018,601881,601881.SH,中国银河,B+
2019,601881,601881.SH,中国银河,B+
2020,601881,601881.SH,中国银河,B+
2021,601881,601881.SH,中国银河,B+
2022,601881,601881.SH,中国银河,B+
2023,601881,601881.SH,中国银河,B+
2015,601888,601888.SH,中国中免,C+
2016,601888,601888.SH,中国中免,C+
2017,601888,601888.SH,中国中免,C
2018,601888,601888.SH,中国中免,C+
2019,601888,601888.SH,中国中免,C+
2020,601888,601888.SH,中国中免,B-
2021,601888,601888.SH,中国中免,B-
2022,601888,601888.SH,中国中免,B
2023,601888,601888.SH,中国中免,B+
2015,601898,601898.SH,中煤能源股份,C+
2016,601898,601898.SH,中煤能源股份,B-
2018,601898,601898.SH,中煤能源股份,C+
2019,601898,601898.SH,中煤能源股份,B-
2020,601898,601898.SH,中煤能源股份,B
2022,601898,601898.SH,中煤能源股份,A-
2023,601898,601898.SH,中煤能源股份,A-
2015,601899,601899.SH,紫金矿业,B-
2016,601899,601899.SH,紫金矿业,C+
2017,601899,601899.SH,紫金矿业,B
2018,601899,601899.SH,紫金矿业,B+
2019,601899,601899.SH,紫金矿业,B+
2020,601899,601899.SH,紫金矿业,B+
2021,601899,601899.SH,紫金矿业,B+
2022,601899,601899.SH,紫金矿业,A-
2023,601899,601899.SH,紫金矿业,A-
2015,601901,601901.SH,方正证券,C+
2016,601901,601901.SH,方正证券,C+
2017,601901,601901.SH,方正证券,C+
2018,601901,601901.SH,方正证券,C+
2019,601901,601901.SH,方正证券,B-
2020,601901,601901.SH,方正证券,B-
2021,601901,601901.SH,方正证券,B-
2022,601901,601901.SH,方正证券,B+
2023,601901,601901.SH,方正证券,B
2020,601916,601916.SH,浙商银行,B+
2021,601916,601916.SH,浙商银行,B+
2022,601916,601916.SH,浙商银行,B+
2015,601919,601919.SH,中远海控,B+
2016,601919,601919.SH,中远海控,B+
2017,601919,601919.SH,中远海控,B+
2018,601919,601919.SH,中远海控,B+
2019,601919,601919.SH,中远海控,B+
2020,601919,601919.SH,中远海控,A-
2021,601919,601919.SH,中远海控,B+
2022,601919,601919.SH,中远海控,A-
2023,601919,601919.SH,中远海控,A-
2015,601928,601928.SH,凤凰传媒,C+
2016,601928,601928.SH,凤凰传媒,C+
2017,601928,601928.SH,凤凰传媒,C+
2018,601928,601928.SH,凤凰传媒,B-
2019,601928,601928.SH,凤凰传媒,B-
2020,601928,601928.SH,凤凰传媒,B-
2021,601928,601928.SH,凤凰传媒,B-
2022,601928,601928.SH,凤凰传媒,C+
2023,601928,601928.SH,凤凰传媒,C+
2015,601929,601929.SH,吉视传媒,B-
2015,601929,601929.SH,吉视传媒,B-
2015,601929,601929.SH,吉视传媒,B-
2015,601933,601933.SH,永辉超市,B-
2016,601933,601933.SH,永辉超市,C+
2017,601933,601933.SH,永辉超市,C+
2018,601933,601933.SH,永辉超市,B-
2019,601933,601933.SH,永辉超市,B-
2020,601933,601933.SH,永辉超市,B
2021,601933,601933.SH,永辉超市,B
2015,601939,601939.SH,中国建设银行,B+
2016,601939,601939.SH,中国建设银行,B
2017,601939,601939.SH,中国建设银行,B+
2018,601939,601939.SH,中国建设银行,B+
2019,601939,601939.SH,中国建设银行,B+
2020,601939,601939.SH,中国建设银行,B+
2021,601939,601939.SH,中国建设银行,B+
2022,601939,601939.SH,中国建设银行,A-
2023,601939,601939.SH,中国建设银行,A-
2015,601958,601958.SH,金钼股份,C+
2016,601958,601958.SH,金钼股份,C+
2017,601958,601958.SH,金钼股份,C+
2018,601958,601958.SH,金钼股份,C+
2019,601958,601958.SH,金钼股份,B-
2020,601958,601958.SH,金钼股份,B
2021,601958,601958.SH,金钼股份,B+
2022,601958,601958.SH,金钼股份,B+
2023,601958,601958.SH,金钼股份,B+
2017,601966,601966.SH,玲珑轮胎,C
2018,601966,601966.SH,玲珑轮胎,C+
2019,601966,601966.SH,玲珑轮胎,C+
2020,601966,601966.SH,玲珑轮胎,B-
2022,601966,601966.SH,玲珑轮胎,B+
2023,601966,601966.SH,玲珑轮胎,B+
2015,601969,601969.SH,海南矿业,B-
2018,601969,601969.SH,海南矿业,C+
2019,601969,601969.SH,海南矿业,B-
2020,601969,601969.SH,海南矿业,B-
2021,601969,601969.SH,海南矿业,B-
2022,601969,601969.SH,海南矿业,B+
2023,601969,601969.SH,海南矿业,B+
2020,601975,601975.SH,招商南油,B-
2021,601975,601975.SH,招商南油,B-
2016,601985,601985.SH,中国核电,B
2017,601985,601985.SH,中国核电,B-
2018,601985,601985.SH,中国核电,B
2019,601985,601985.SH,中国核电,B+
2020,601985,601985.SH,中国核电,B
2021,601985,601985.SH,中国核电,B+
2022,601985,601985.SH,中国核电,B+
2023,601985,601985.SH,中国核电,B+
2015,601988,601988.SH,中国银行,B
2016,601988,601988.SH,中国银行,B
2017,601988,601988.SH,中国银行,B
2018,601988,601988.SH,中国银行,B
2019,601988,601988.SH,中国银行,B
2020,601988,601988.SH,中国银行,B
2021,601988,601988.SH,中国银行,B+
2022,601988,601988.SH,中国银行,B+
2023,601988,601988.SH,中国银行,B+
2015,601989,601989.SH,中国重工,C+
2016,601989,601989.SH,中国重工,C
2017,601989,601989.SH,中国重工,C
2018,601989,601989.SH,中国重工,C
2019,601989,601989.SH,中国重工,C+
2020,601989,601989.SH,中国重工,B-
2021,601989,601989.SH,中国重工,B-
2022,601989,601989.SH,中国重工,B-
2023,601989,601989.SH,中国重工,B-
2021,601990,601990.SH,南京证券,B-
2022,601990,601990.SH,南京证券,B-
2023,601990,601990.SH,南京证券,B-
2015,601991,601991.SH,大唐发电,B
2016,601991,601991.SH,大唐发电,B-
2018,601991,601991.SH,大唐发电,C+
2021,601991,601991.SH,大唐发电,B
2022,601991,601991.SH,大唐发电,B+
2023,601991,601991.SH,大唐发电,B+
2015,601992,601992.SH,金隅集团,C+
2016,601992,601992.SH,金隅集团,C+
2017,601992,601992.SH,金隅集团,B-
2018,601992,601992.SH,金隅集团,B-
2019,601992,601992.SH,金隅集团,B-
2020,601992,601992.SH,金隅集团,B
2021,601992,601992.SH,金隅集团,B
2022,601992,601992.SH,金隅集团,A-
2023,601992,601992.SH,金隅集团,A-
2021,601995,601995.SH,中金公司,B+
2022,601995,601995.SH,中金公司,B+
2023,601995,601995.SH,中金公司,B+
2017,601997,601997.SH,贵阳银行,B
2018,601997,601997.SH,贵阳银行,B-
2019,601997,601997.SH,贵阳银行,B
2020,601997,601997.SH,贵阳银行,B
2021,601997,601997.SH,贵阳银行,B
2022,601997,601997.SH,贵阳银行,B
2023,601997,601997.SH,贵阳银行,B
2015,601998,601998.SH,中信银行,B+
2016,601998,601998.SH,中信银行,B+
2017,601998,601998.SH,中信银行,B+
2018,601998,601998.SH,中信银行,B
2019,601998,601998.SH,中信银行,B+
2020,601998,601998.SH,中信银行,B+
2021,601998,601998.SH,中信银行,B+
2022,601998,601998.SH,中信银行,B+
2023,601998,601998.SH,中信银行,B+
2015,603000,603000.SH,人民网,B-
2016,603000,603000.SH,人民网,B-
2017,603000,603000.SH,人民网,B-
2018,603000,603000.SH,人民网,B-
2019,603000,603000.SH,人民网,B-
2020,603000,603000.SH,人民网,B-
2021,603000,603000.SH,人民网,B-
2022,603000,603000.SH,人民网,B
2023,603000,603000.SH,人民网,B
2018,603019,603019.SH,中科曙光,B-
2019,603019,603019.SH,中科曙光,B-
2020,603019,603019.SH,中科曙光,B
2021,603019,603019.SH,中科曙光,B
2022,603019,603019.SH,中科曙光,B
2023,603019,603019.SH,中科曙光,B
2018,603025,603025.SH,大豪科技,B-
2019,603025,603025.SH,大豪科技,B
2020,603025,603025.SH,大豪科技,B
2022,603026,603026.SH,胜华新材,B-
2023,603026,603026.SH,胜华新材,B-
2018,603056,603056.SH,德邦股份,C
2019,603056,603056.SH,德邦股份,C
2020,603056,603056.SH,德邦股份,C
2021,603056,603056.SH,德邦股份,C+
2022,603056,603056.SH,"德邦股份,德邦快递",B-
2023,603056,603056.SH,"德邦股份,德邦快递",B-
2018,603077,603077.SH,和邦生物,B-
2019,603077,603077.SH,和邦生物,B-
2020,603077,603077.SH,和邦生物,B-
2021,603077,603077.SH,和邦生物,B-
2022,603077,603077.SH,和邦生物,B-
2023,603077,603077.SH,和邦生物,C+
2021,603087,603087.SH,甘李药业,B
2022,603087,603087.SH,甘李药业,B
2022,603127,603127.SH,昭衍新药,B+
2023,603127,603127.SH,昭衍新药,B+
2019,603156,603156.SH,养元饮品,B-
2020,603156,603156.SH,养元饮品,B-
2021,603156,603156.SH,养元饮品,B-
2022,603156,603156.SH,养元饮品,B
2023,603156,603156.SH,养元饮品,B
2017,603160,603160.SH,汇顶科技,C+
2018,603160,603160.SH,汇顶科技,C+
2019,603160,603160.SH,汇顶科技,B-
2020,603160,603160.SH,汇顶科技,B-
2021,603160,603160.SH,汇顶科技,C+
2022,603160,603160.SH,汇顶科技,C+
2023,603160,603160.SH,汇顶科技,C+
2018,603169,603169.SH,兰石重装,B-
2022,603185,603185.SH,弘元绿能,B-
2023,603185,603185.SH,弘元绿能,C+
2018,603188,603188.SH,亚邦股份,B-
2021,603195,603195.SH,公牛集团,B-
2022,603195,603195.SH,公牛集团,B+
2023,603195,603195.SH,公牛集团,B+
2018,603198,603198.SH,迎驾贡酒,B-
2019,603198,603198.SH,迎驾贡酒,B-
2020,603198,603198.SH,迎驾贡酒,B-
2021,603198,603198.SH,迎驾贡酒,B-
2022,603198,603198.SH,迎驾贡酒,B-
2022,603218,603218.SH,日月股份,B
2023,603218,603218.SH,日月股份,B
2018,603225,603225.SH,新凤鸣,B-
2019,603225,603225.SH,新凤鸣,B-
2020,603225,603225.SH,新凤鸣,B-
2021,603225,603225.SH,新凤鸣,B-
2022,603225,603225.SH,新凤鸣,B
2023,603225,603225.SH,新凤鸣,B
2018,603228,603228.SH,景旺电子,B-
2019,603228,603228.SH,景旺电子,B
2020,603228,603228.SH,景旺电子,B-
2021,603228,603228.SH,景旺电子,B-
2022,603228,603228.SH,景旺电子,B-
2023,603228,603228.SH,景旺电子,B-
2019,603233,603233.SH,大参林,C+
2020,603233,603233.SH,大参林,C+
2021,603233,603233.SH,大参林,C
2022,603233,603233.SH,大参林,B
2023,603233,603233.SH,大参林,B
2020,603256,603256.SH,宏和科技,B
2021,603256,603256.SH,宏和科技,B
2019,603259,603259.SH,药明康德,B+
2020,603259,603259.SH,药明康德,B+
2021,603259,603259.SH,药明康德,B+
2022,603259,603259.SH,药明康德,A
2023,603259,603259.SH,药明康德,A
2018,603260,603260.SH,合盛硅业,B-
2019,603260,603260.SH,合盛硅业,B-
2020,603260,603260.SH,合盛硅业,B-
2021,603260,603260.SH,合盛硅业,B-
2022,603260,603260.SH,合盛硅业,B-
2023,603260,603260.SH,合盛硅业,B-
2022,603267,603267.SH,鸿远电子,B-
2023,603267,603267.SH,鸿远电子,B-
2015,603288,603288.SH,海天味业,C+
2018,603288,603288.SH,海天味业,C+
2019,603288,603288.SH,海天味业,C+
2020,603288,603288.SH,海天味业,C+
2021,603288,603288.SH,海天味业,B+
2022,603288,603288.SH,海天味业,B+
2023,603288,603288.SH,海天味业,B+
2021,603290,603290.SH,斯达半导,B-
2022,603290,603290.SH,斯达半导,B-
2023,603290,603290.SH,斯达半导,B-
2020,603317,603317.SH,天味食品,B-
2021,603317,603317.SH,天味食品,B
2022,603317,603317.SH,天味食品,B-
2023,603317,603317.SH,天味食品,B-
2018,603328,603328.SH,依顿电子,B-
2019,603328,603328.SH,依顿电子,B-
2020,603328,603328.SH,依顿电子,B-
2020,603338,603338.SH,浙江鼎力,B-
2021,603338,603338.SH,浙江鼎力,B
2023,603338,603338.SH,浙江鼎力,B+
2022,603345,603345.SH,安井食品,B
2018,603355,603355.SH,莱克电气,C+
2019,603355,603355.SH,莱克电气,C+
2020,603355,603355.SH,莱克电气,B-
2021,603355,603355.SH,莱克电气,B-
2022,603355,603355.SH,莱克电气,B-
2023,603355,603355.SH,莱克电气,B-
2018,603369,603369.SH,今世缘,B-
2019,603369,603369.SH,今世缘,B-
2020,603369,603369.SH,今世缘,C+
2021,603369,603369.SH,今世缘,B-
2022,603369,603369.SH,今世缘,B-
2023,603369,603369.SH,今世缘,B-
2018,603377,603377.SH,东方时尚,B-
2019,603377,603377.SH,东方时尚,B-
2020,603377,603377.SH,东方时尚,B-
2021,603377,603377.SH,东方时尚,C+
2020,603379,603379.SH,三美股份,C+
2021,603379,603379.SH,三美股份,B-
2022,603379,603379.SH,三美股份,B-
2023,603379,603379.SH,三美股份,B-
2021,603392,603392.SH,万泰生物,B-
2022,603392,603392.SH,万泰生物,B-
2023,603392,603392.SH,万泰生物,B
2018,603444,603444.SH,吉比特,C+
2019,603444,603444.SH,吉比特,B-
2020,603444,603444.SH,吉比特,B-
2021,603444,603444.SH,吉比特,B+
2022,603444,603444.SH,吉比特,B+
2023,603444,603444.SH,吉比特,B+
2022,603456,603456.SH,九洲药业,A-
2023,603456,603456.SH,九洲药业,A-
2019,603486,603486.SH,科沃斯,B-
