证券代码,证券简称,综合评级,年度,综合得分,E评级,E得分,S评级,S得分,G评级,G得分
002258.SZ,利尔化学,BB,2018,77.96,CCC,68.34,BB,82.48,BB,79.82
002259.SZ,ST升达,CC,2018,61.88,CCC,67.98,CC,53.37,CC,64.02
002261.SZ,拓维信息,B,2018,70.63,C,54.21,B,71.98,BB,78.36
002262.SZ,恩华药业,B,2018,74.53,C,58.3,B,73.03,BBB,83.81
002263.SZ,大东南,CCC,2018,66.7,C,48.19,CCC,71.01,B,73.25
002264.SZ,新华都,CC,2018,63.67,C,50.04,CC,75.58,CCC,65.58
002265.SZ,西仪股份,CCC,2018,65.77,C,56,CCC,89.9,C,54.49
002266.SZ,浙富控股,BB,2018,77.55,CCC,69.61,BB,84.66,BB,76.82
002267.SZ,陕天然气,B,2018,72.34,C,54.86,B,77.18,BB,77.82
002268.SZ,卫士通,BB,2018,79.56,BB,76.57,BB,74.99,BBB,83.12
002269.SZ,美邦服饰,CCC,2018,66.73,C,53.97,CCC,70.95,B,70.39
002270.SZ,华明装备,B,2018,72.05,C,54.52,B,65.72,A,85.27
002271.SZ,东方雨虹,A,2018,86.67,A,87.84,A,95.85,BB,79.87
002272.SZ,川润股份,BB,2018,75.31,CCC,66.28,BB,74.52,BBB,80.45
002273.SZ,水晶光电,BBB,2018,80.59,CC,60.02,BBB,93.66,BBB,82.28
002274.SZ,华昌化工,CCC,2018,67.69,C,53.48,CCC,67.33,BB,75.18
002275.SZ,桂林三金,B,2018,74.15,C,54.35,B,72.9,A,85.09
002276.SZ,万马股份,B,2018,71.79,CCC,66.09,B,66.61,BB,78.19
002277.SZ,友阿股份,B,2018,70,C,52.12,B,90.23,B,71
002278.SZ,神开股份,C,2018,55.92,C,48.19,C,64.31,C,54.21
002279.SZ,久其软件,CCC,2018,68.62,C,48.57,CCC,73.78,BB,76.5
002280.SZ,联络互动,B,2018,72.35,C,56.55,B,84.26,BB,75.08
002281.SZ,光迅科技,B,2018,74.49,C,55.75,B,80.84,BB,79.77
002282.SZ,博深股份,CC,2018,62.08,C,34.44,CC,64.8,B,74.36
002283.SZ,天润工业,BB,2018,79.96,CCC,68.77,BB,88.1,BBB,80.18
002284.SZ,亚太股份,CC,2018,61,C,59.33,CC,34.08,BBB,80.02
002285.SZ,世联行,BB,2018,77.13,C,54.21,BB,84.74,BB,77.48
002286.SZ,保龄宝,BBB,2018,81.76,BB,75.38,BBB,80.58,A,85.82
002287.SZ,奇正藏药,BB,2018,78.34,B,70.43,BB,71.73,A,86.83
002288.SZ,超华科技,CC,2018,64.44,CC,64.97,CC,74.43,C,57.42
002289.SZ,宇顺电子,C,2018,58.7,C,50.52,C,43.04,B,73.44
002290.SZ,禾盛新材,B,2018,70.54,C,58.14,B,77.99,B,71.85
002291.SZ,星期六,C,2018,51.04,C,49.98,C,60.55,C,45.17
002292.SZ,奥飞娱乐,B,2018,74.26,CC,62.99,B,76.56,BB,78.45
002293.SZ,罗莱生活,B,2018,70.81,C,51.56,B,67.84,BBB,82.64
002294.SZ,信立泰,BB,2018,75.48,C,59.41,BB,78.24,BBB,81.82
002295.SZ,精艺股份,CCC,2018,69.46,CC,60.82,CCC,67,BB,75.54
002296.SZ,辉煌科技,B,2018,70.45,C,58.72,B,78.32,B,71.14
002297.SZ,博云新材,B,2018,70.62,C,53.71,B,75.06,BB,76.26
002298.SZ,中电兴发,BB,2018,76.73,BBB,81.38,BB,74.99,BB,75.13
002299.SZ,圣农发展,BBB,2018,80.73,CCC,67.99,BBB,77.96,AA,90.13
002300.SZ,太阳电缆,BB,2018,75.37,B,71.32,BB,72.77,BB,79.2
002301.SZ,齐心集团,B,2018,71.29,CC,61.1,B,75.12,B,73.9
002302.SZ,西部建设,CCC,2018,68.45,C,59.05,CCC,69.05,B,72.83
002303.SZ,美盈森,BB,2018,79.17,B,72.97,BB,89.93,BB,75.07
002304.SZ,洋河股份,BBB,2018,82.12,CCC,67.77,BBB,84.6,A,87.78
002305.SZ,南国置业,B,2018,74.62,C,52.41,B,78.47,BB,78.29
002306.SZ,中科云网,C,2018,58.66,C,46.32,C,72.75,C,58.89
002307.SZ,北新路桥,B,2018,70.08,C,55.45,B,71.2,BB,76.55
002308.SZ,威创股份,CCC,2018,69.6,C,50.73,CCC,69.96,BB,78.99
002309.SZ,ST中利,B,2018,70.22,CCC,65.75,B,71.91,B,71.36
002310.SZ,东方园林,BB,2018,76.01,CC,60.18,BB,88.66,BB,75.26
002311.SZ,海大集团,B,2018,74.98,CC,62.08,B,79.41,BB,78.57
002312.SZ,川发龙蟒,B,2018,73.22,C,58.44,B,70.72,BBB,82.45
002313.SZ,*ST日海,CCC,2018,66,C,52.1,CCC,58.2,BB,78.35
002314.SZ,南山控股,BB,2018,76.6,C,54.21,BB,82.07,BB,78.8
002315.SZ,焦点科技,B,2018,72.62,C,53.26,B,75.5,BBB,81.16
002316.SZ,*ST亚联,BB,2018,79.86,B,72.57,BB,90.2,BB,78.95
002317.SZ,众生药业,C,2018,55.11,C,42.01,C,63.13,C,56.39
002318.SZ,久立特材,BB,2018,78.6,CCC,68.7,BB,84.66,BB,79.56
002319.SZ,乐通股份,B,2018,72.62,CCC,69.42,B,70.19,BB,75.89
002320.SZ,海峡股份,B,2018,72.59,CC,63.31,B,60.82,BBB,82.99
002321.SZ,ST华英,CCC,2018,69.98,CC,63.28,CCC,61.37,BBB,84.53
002322.SZ,理工能科,BB,2018,76.06,CC,63.05,BB,81.81,BB,78.81
002323.SZ,雅博股份,C,2018,56.11,C,43.92,C,63.75,C,56.96
002324.SZ,普利特,B,2018,72.34,CCC,65.74,B,66.39,BB,79.72
002325.SZ,洪涛股份,B,2018,72.68,C,59.19,B,72.43,BB,79.51
002326.SZ,永太科技,B,2018,73.72,C,53.08,B,89.09,B,73.9
002327.SZ,富安娜,BB,2018,75.34,C,53.35,BB,77.26,A,85.26
002328.SZ,新朋股份,CCC,2018,66.05,C,45.84,CCC,78.23,CCC,68.15
002329.SZ,皇氏集团,CCC,2018,67.77,C,51.56,CCC,82.2,CCC,66.32
002330.SZ,得利斯,CCC,2018,69.61,C,56.83,CCC,78.62,B,70.07
002331.SZ,皖通科技,BBB,2018,81.88,BB,77.84,BBB,86.07,BBB,82.07
002332.SZ,仙琚制药,B,2018,72.99,C,56.51,B,70.05,BBB,83.38
002333.SZ,罗普斯金,CCC,2018,69.22,C,56.86,CCC,58.83,BBB,82.53
002334.SZ,英威腾,B,2018,74.86,CC,60.25,B,79.23,BB,79.36
002335.SZ,科华数据,BBB,2018,81.94,B,73.26,BBB,89.36,BBB,81.36
002336.SZ,人人乐,B,2018,70.65,C,56.09,B,85.35,B,72.04
002337.SZ,赛象科技,BB,2018,76.74,C,56.72,BB,80.99,BBB,84.09
002338.SZ,奥普光电,CC,2018,61.79,C,46.21,CC,69.12,CC,64.8
002339.SZ,积成电子,BB,2018,79.15,CCC,68.17,BB,85.52,BBB,80.45
002340.SZ,格林美,CC,2018,62.78,CC,61.81,CC,71.77,C,57.21
002341.SZ,新纶新材,CCC,2018,65.34,C,50.52,CCC,61.45,BB,75.54
002342.SZ,巨力索具,CCC,2018,68.02,C,57.75,CCC,67.77,B,73.44
002343.SZ,慈文传媒,B,2018,71.59,BBB,80.55,B,53.45,A,85
002344.SZ,海宁皮城,B,2018,72,C,59.83,B,78.99,BB,75.14
002345.SZ,潮宏基,CCC,2018,69.69,C,56.83,CCC,66.31,BB,78.54
002346.SZ,柘中股份,B,2018,72.03,C,57.01,B,71.18,BBB,80.26
002347.SZ,泰尔股份,B,2018,74.88,CCC,65.4,B,91.08,CCC,68.79
002348.SZ,高乐股份,B,2018,73.05,CC,62.37,B,74.74,BB,77.35
002349.SZ,精华制药,CC,2018,63.48,CC,64.22,CC,57.61,CCC,67.06
002350.SZ,北京科锐,BB,2018,76.19,B,74.56,BB,80.13,B,74.36
002351.SZ,漫步者,B,2018,74.16,C,57.75,B,72.4,BBB,83.73
002352.SZ,顺丰控股,CCC,2018,69.61,C,58.33,CCC,73.67,B,74.12
002353.SZ,杰瑞股份,BB,2018,77.25,B,71.31,BB,72.26,BBB,83.65
002354.SZ,天娱数科,CCC,2018,66.52,C,53.51,CCC,77.41,CCC,68.28
002355.SZ,兴民智通,BB,2018,78.49,CCC,66.98,BB,84.03,BBB,80.63
002356.SZ,赫美集团,B,2018,70.93,C,50.23,B,100,B,70.24
002357.SZ,富临运业,C,2018,59.06,C,58.82,C,25.96,B,73.82
002358.SZ,ST森源,CCC,2018,66.86,CC,60.14,CCC,68.24,CCC,69.37
002360.SZ,同德化工,B,2018,74.39,CC,62.53,B,82.33,BB,75.1
002361.SZ,神剑股份,B,2018,74.22,C,57.26,B,76.75,BBB,81.17
002362.SZ,汉王科技,CCC,2018,68.1,C,48.94,CCC,64.8,BBB,80.1
002363.SZ,隆基机械,B,2018,74.6,CC,61.33,B,74.74,BBB,81.27
002364.SZ,中恒电气,B,2018,74.21,CC,61.69,B,72.14,BBB,82
002365.SZ,永安药业,B,2018,74.2,C,56.51,B,77.28,BBB,81.16
002366.SZ,*ST海核,CCC,2018,67.99,C,53.59,CCC,70.95,B,73.35
002367.SZ,康力电梯,BBB,2018,81.27,CC,64.97,BBB,89.82,BBB,83.81
002368.SZ,太极股份,BBB,2018,82.65,BBB,81.76,BBB,92.37,BB,78.78
002369.SZ,卓翼科技,B,2018,70.12,C,56.93,B,65.15,BBB,80.19
002370.SZ,亚太药业,B,2018,70.19,CC,60.39,B,62.8,BBB,80.18
002371.SZ,北方华创,B,2018,74.35,C,57.04,B,76.94,BBB,81.45
002372.SZ,伟星新材,A,2018,87.15,A,88.29,A,93.35,BBB,82.38
002373.SZ,千方科技,B,2018,72.54,CC,62.19,B,80.48,B,74.25
002374.SZ,中锐股份,BB,2018,78.83,B,71.03,BB,93.76,B,72.58
002375.SZ,亚厦股份,CCC,2018,69.09,C,53.07,CCC,74.03,B,73.66
002376.SZ,新北洋,BB,2018,77.68,B,73.86,BB,87.03,B,73.32
002377.SZ,国创高新,BB,2018,76.11,CC,62.54,BB,87.66,CCC,69.65
002378.SZ,章源钨业,B,2018,73,CCC,68.56,B,79.98,B,70.55
002379.SZ,宏创控股,BB,2018,76.61,CC,64.02,BB,88.5,BB,75.02
002380.SZ,科远智慧,BBB,2018,82.12,CCC,66.03,BBB,88.96,A,85.72
002381.SZ,双箭股份,BB,2018,78.36,B,71.53,BB,79.32,BBB,81.19
002382.SZ,蓝帆医疗,B,2018,70.62,C,52.95,B,81.83,B,72.08
002383.SZ,合众思壮,CCC,2018,69.28,C,50.73,CCC,75.54,B,74.53
002384.SZ,东山精密,CCC,2018,66.76,C,52.1,CCC,80.45,CCC,65.01
002385.SZ,大北农,BB,2018,78.91,CCC,68.44,BB,82.38,BBB,81.92
002386.SZ,天原股份,BB,2018,77.43,BBB,84.84,BB,82.9,CCC,69.96
002387.SZ,维信诺,CCC,2018,69.33,C,50.31,CCC,64.8,BBB,82.09
002388.SZ,新亚制程,CCC,2018,65.05,C,47.15,CCC,62.98,BB,75.59
002389.SZ,航天彩虹,BB,2018,75.31,CCC,65.19,BB,82.48,BB,75.64
002390.SZ,信邦制药,CCC,2018,66.95,C,55.96,CCC,67.93,B,71.91
002391.SZ,长青股份,BB,2018,76.33,CCC,66.28,BB,70.41,A,85.45
002392.SZ,北京利尔,CCC,2018,68.53,C,59.05,CCC,60.45,BB,78.81
002393.SZ,力生制药,CCC,2018,68.54,C,45.02,CCC,61.54,A,85.27
002394.SZ,联发股份,BB,2018,77.5,CC,62.18,BB,76.55,A,85.96
002395.SZ,双象股份,B,2018,73.41,CC,62.45,B,80.36,B,74.31
002396.SZ,星网锐捷,BB,2018,76.41,CC,64.37,BB,75.19,BBB,83.38
002397.SZ,梦洁股份,B,2018,74.66,CCC,68.27,B,78.75,BB,75.17
002398.SZ,垒知集团,B,2018,74.66,C,57.35,B,77.1,BBB,82.35
002399.SZ,海普瑞,CC,2018,63.91,C,53.35,CC,53.04,BB,76.64
002400.SZ,省广集团,CCC,2018,69.73,B,72.01,CCC,80.69,CC,61.16
002401.SZ,中远海科,BB,2018,77.81,BB,78.91,BB,84.2,B,74.4
002402.SZ,和而泰,CCC,2018,69.79,C,59.16,CCC,69.58,BB,75.36
002403.SZ,爱仕达,BB,2018,77.18,CC,62.74,BB,81.35,BBB,81.74
002404.SZ,嘉欣丝绸,CCC,2018,65.81,C,53.14,CCC,64.63,B,73.07
002405.SZ,四维图新,BBB,2018,80.48,CC,62.7,BBB,87.84,A,86.23
002406.SZ,远东传动,BB,2018,78.79,C,54.21,BB,89.27,BBB,84.28
002407.SZ,多氟多,BBB,2018,81.17,CC,60.05,BBB,94.52,BBB,82.96
002408.SZ,齐翔腾达,CCC,2018,66.41,C,54.68,CCC,67.96,B,71.36
002409.SZ,雅克科技,BB,2018,79.18,CCC,65.19,BB,86.15,BBB,81.63
002410.SZ,广联达,BB,2018,78.48,C,59.85,BB,93.24,BBB,81.36
002411.SZ,*ST必康,BB,2018,75.2,CC,62.16,BB,82.8,BB,76.73
002412.SZ,汉森制药,CC,2018,60.07,C,56.16,CC,41.59,B,74.54
002413.SZ,雷科防务,CC,2018,60.62,C,59.57,CC,69.96,C,54.85
002414.SZ,高德红外,B,2018,73.8,C,48.73,B,79.13,BBB,82.99
002415.SZ,海康威视,BBB,2018,83.32,B,74.69,BBB,82.71,A,88.13
002416.SZ,爱施德,BB,2018,75.02,C,50.23,BB,100,BB,77.42
002417.SZ,*ST深南,B,2018,72.03,C,59.99,B,66.44,BBB,81.95
002418.SZ,康盛股份,CCC,2018,68.1,C,55.19,CCC,73.32,B,71.17
002419.SZ,天虹股份,BBB,2018,81.98,A,85.43,BBB,80.46,BBB,81
002420.SZ,毅昌科技,CCC,2018,67.84,CC,61.91,CCC,62.58,B,74.42
002421.SZ,达实智能,B,2018,74.74,CC,64.66,B,78.63,BB,78.12
002422.SZ,科伦药业,BB,2018,78.45,BB,78.75,BB,85.37,B,73.64
002423.SZ,中粮资本,CCC,2018,68.33,C,52.12,CCC,65.31,BB,78.64
002424.SZ,贵州百灵,B,2018,74.09,CC,62.71,B,77.34,BB,77.71
002425.SZ,凯撒文化,B,2018,73.76,B,70.93,B,71.92,BB,76.01
002426.SZ,胜利精密,B,2018,72.76,CCC,65.82,B,83.34,CCC,69.18
002427.SZ,*ST尤夫,CCC,2018,67.97,B,70.35,CCC,87.77,C,53.4
002428.SZ,云南锗业,B,2018,71.1,C,56.3,B,68.42,BBB,80.45
002429.SZ,兆驰股份,B,2018,74.13,C,57.47,B,81.26,BB,77.82
002430.SZ,杭氧股份,BB,2018,79.81,B,73,BB,84.03,BBB,80.45
002431.SZ,棕榈股份,BB,2018,77.76,CCC,66.12,BB,89.29,BB,75.7
002432.SZ,九安医疗,CCC,2018,69.51,C,48.19,CCC,73.63,BB,77.61
002433.SZ,ST太安,B,2018,71.49,C,59.88,B,74.26,BB,75.54
002434.SZ,万里扬,B,2018,71.47,CCC,68.7,B,67.47,BB,75.57
002435.SZ,长江健康,CC,2018,64.71,C,49.77,CC,62.91,B,73.54
002436.SZ,兴森科技,B,2018,71,C,57.15,B,73.54,BB,76.36
002437.SZ,誉衡药业,CCC,2018,67.63,C,56.72,CCC,69.29,B,72.08
002438.SZ,江苏神通,BBB,2018,82.51,BB,77.85,BBB,88.96,BBB,80.55
002439.SZ,启明星辰,B,2018,74.67,C,56.55,B,83.41,BB,79.98
002440.SZ,闰土股份,B,2018,74.32,C,57.64,B,91.08,B,71.53
002441.SZ,众业达,B,2018,74.47,C,57.99,B,85.35,BB,77.95
002442.SZ,龙星化工,BB,2018,76.78,CCC,66.38,BB,86.38,BB,75.62
002443.SZ,金洲管道,BB,2018,75.9,B,74.03,BB,70.09,BBB,80.78
002444.SZ,巨星科技,BB,2018,79.7,CC,62.24,BB,86.15,BBB,84.28
002445.SZ,中南文化,BB,2018,78.44,CCC,68.54,BB,74.39,A,87
002446.SZ,盛路通信,BB,2018,76.97,CCC,66.98,BB,89.36,B,73.72
002448.SZ,中原内配,B,2018,74.41,CCC,68.96,B,70.5,BB,79.82
002449.SZ,国星光电,BB,2018,77.8,CC,60.7,BB,81.61,BBB,83.95
002451.SZ,摩恩电气,C,2018,57.12,C,56.53,C,53.04,CC,60.17
002452.SZ,长高电新,BB,2018,75.14,CC,60.57,BB,74.76,BBB,82.83
002453.SZ,华软科技,CC,2018,64.29,C,45.99,CC,68.23,B,70.97
002454.SZ,松芝股份,CC,2018,62.58,C,50.52,CC,63.54,CCC,68.09
002455.SZ,百川股份,B,2018,71.32,C,57.26,B,70.34,BB,79.17
002456.SZ,欧菲光,B,2018,70.36,CC,60.16,B,67.51,BB,77.5
002457.SZ,青龙管业,B,2018,72.11,CCC,66.98,B,85.52,CCC,65.69
002458.SZ,益生股份,CC,2018,60.12,C,57.63,CC,62.13,C,58.53
002459.SZ,晶澳科技,CCC,2018,69.73,C,53.63,CCC,67.51,BB,79.46
002460.SZ,赣锋锂业,BBB,2018,80.36,CC,64.3,BBB,88.55,BBB,83.02
002461.SZ,珠江啤酒,BB,2018,78.77,B,71.39,BB,76.74,BBB,83.91
002462.SZ,嘉事堂,BB,2018,76.65,CC,62.59,BB,100,B,74.99
002463.SZ,沪电股份,CCC,2018,68.56,C,57.26,CCC,62.45,BB,78.46
002465.SZ,海格通信,BB,2018,77.3,C,54.72,BB,84.42,BBB,84.02
002466.SZ,天齐锂业,AA,2018,90.15,BB,79.17,AA,96.87,AA,91.23
002467.SZ,二六三,CCC,2018,69.93,C,57.25,CCC,62.92,BB,79.49
002468.SZ,申通快递,BB,2018,76.83,CCC,67.86,BB,71.57,BBB,84.19
002469.SZ,三维化学,BBB,2018,80.37,BB,79.03,BBB,77.29,BBB,83.42
002470.SZ,ST金正,CCC,2018,65.24,C,45.6,CCC,71.84,B,70.83
002471.SZ,中超控股,BB,2018,76.52,B,72.77,BB,82.31,B,74.54
002472.SZ,双环传动,BB,2018,76.68,CCC,65.4,BB,89.36,B,73.89
002474.SZ,榕基软件,BB,2018,78.83,CCC,68.09,BB,81.39,BBB,83.15
002475.SZ,立讯精密,BBB,2018,82.77,CC,64.22,BBB,87.9,A,88.77
002476.SZ,宝莫股份,BB,2018,77.69,B,70.54,BB,74.16,BBB,83.73
002478.SZ,常宝股份,B,2018,70.41,C,58.44,B,88.5,CC,64.33
002479.SZ,富春环保,BB,2018,78.04,CC,64.82,BB,75.4,A,85.92
002480.SZ,新筑股份,B,2018,74.14,CC,60.95,B,84.68,B,73.76
002481.SZ,双塔食品,CCC,2018,65.54,C,56.51,CCC,61.18,B,73.08
002482.SZ,ST广田,BB,2018,77.36,CCC,65.53,BB,85.23,BB,77.88
002483.SZ,润邦股份,B,2018,74.27,B,71.93,B,78.46,B,72.64
002484.SZ,江海股份,CC,2018,62.79,CCC,65.19,CC,38.29,BB,78.1
002485.SZ,*ST雪发,CC,2018,64.69,C,57.21,CC,53.04,BB,76.36
002486.SZ,嘉麟杰,CCC,2018,67.16,CC,61.37,CCC,61.28,B,74.09
002487.SZ,大金重工,B,2018,73.87,C,58.29,B,74.16,BBB,81.63
002488.SZ,金固股份,BB,2018,75.21,CC,64.97,BB,77.6,BB,78.81
002489.SZ,浙江永强,B,2018,73.64,CCC,67.19,B,76.92,B,74.72
002490.SZ,山东墨龙,B,2018,71.75,C,48.57,B,87.64,B,72.87
002491.SZ,通鼎互联,BBB,2018,81.39,BBB,82.34,BBB,91.08,B,74.36
002492.SZ,恒基达鑫,B,2018,71.68,CC,61.48,B,59.49,BBB,82.77
002493.SZ,荣盛石化,BBB,2018,80.07,CCC,68.56,BBB,87.64,BBB,80.85
002494.SZ,华斯股份,B,2018,70.93,CC,61.99,B,72.23,B,74.61
002495.SZ,佳隆股份,BB,2018,79.84,C,59.49,BB,87.47,A,85.09
002496.SZ,辉丰股份,C,2018,55.71,C,47.38,C,81.18,C,42.79
002497.SZ,雅化集团,BB,2018,78.38,CCC,66.11,BB,87.03,BB,78.81
002498.SZ,汉缆股份,BB,2018,78.04,CCC,68.44,BB,80.9,BBB,81.01
002499.SZ,*ST科林,B,2018,70.28,B,70.23,B,65.03,B,73.43
002500.SZ,山西证券,BB,2018,78.41,CC,63.47,BB,81.69,BBB,83.26
002501.SZ,利源精制,CCC,2018,67.58,C,53.35,CCC,66.15,BB,75.81
002502.SZ,鼎龙文化,BB,2018,77.72,C,55.63,BB,82.61,BBB,83.33
002503.SZ,搜于特,CCC,2018,66.4,C,48.19,CCC,73.4,B,70.97
002504.SZ,ST弘高,C,2018,57.73,C,48.18,C,70.59,C,53.74
002505.SZ,鹏都农牧,B,2018,73.78,CCC,68.42,B,100,CCC,67.46
002506.SZ,协鑫集成,CCC,2018,68.2,CC,62.99,CCC,77.4,CC,64.67
002507.SZ,涪陵榨菜,B,2018,71.71,C,40.43,B,79.54,BBB,82.4
002508.SZ,老板电器,BB,2018,78.72,B,70.94,BB,77.3,BBB,83.66
002510.SZ,天汽模,CCC,2018,69.06,C,54.59,CCC,64.07,BB,79.82
002511.SZ,中顺洁柔,B,2018,72.78,CCC,65.74,B,72.67,BB,76.45
002512.SZ,达华智能,CCC,2018,69.83,C,56,CCC,75.04,B,73.37
002513.SZ,蓝丰生化,CC,2018,62.61,CCC,68.75,CC,56.54,CC,63.56
002514.SZ,宝馨科技,B,2018,73.31,CC,64.78,B,91.08,CCC,65.68
002515.SZ,金字火腿,BB,2018,76.64,CC,62.86,BB,87.77,BB,76.17
002516.SZ,旷达科技,CCC,2018,67.37,C,54.64,CCC,60.55,BB,78.46
002517.SZ,恺英网络,B,2018,73.86,CC,63.4,B,75.96,BB,78.24
002518.SZ,科士达,BB,2018,76.39,CC,63.65,BB,73.8,BBB,84.63
002519.SZ,银河电子,CCC,2018,67.81,C,56.72,CCC,62.04,BB,77.35
002520.SZ,日发精机,CCC,2018,69.56,C,58.44,CCC,66.69,BB,77.18
002521.SZ,齐峰新材,BB,2018,76.88,CC,60.2,BB,78.03,BBB,84.63
002522.SZ,浙江众成,B,2018,74.69,CC,64.65,B,83.47,B,73.89
002523.SZ,天桥起重,BB,2018,77.82,CC,63.39,BB,83.74,BBB,81.19
002524.SZ,光正眼科,CCC,2018,69.6,C,49.64,CCC,76.01,BB,75.33
002526.SZ,山东矿机,CC,2018,64.14,C,41.05,CC,61.61,BB,77.63
002527.SZ,新时达,BBB,2018,80.9,BB,75.6,BBB,82.7,BBB,82.38
002528.SZ,英飞拓,CCC,2018,65.68,C,51.77,CCC,56.75,BB,78.81
002529.SZ,海源复材,B,2018,74.84,CCC,66.98,B,85.52,B,71.64
002530.SZ,金财互联,BB,2018,79.69,B,72.9,BB,86.45,BBB,80.13
002531.SZ,天顺风能,B,2018,71.16,CC,63.16,B,64.8,BB,79.54
002532.SZ,天山铝业,BB,2018,76.98,B,70.38,BB,81.67,BB,77.18
002533.SZ,金杯电工,B,2018,71.6,CC,61.14,B,73.8,BB,75.47
002534.SZ,西子洁能,B,2018,71.38,CC,63.46,B,63.93,BBB,80.45
002535.SZ,ST林重,B,2018,71.07,CCC,66.84,B,90.85,C,59.89
002536.SZ,飞龙股份,B,2018,71.47,C,55.73,B,74.63,BB,77.37
002537.SZ,海联金汇,C,2018,58.52,C,54.21,C,68.72,C,53.85
002538.SZ,司尔特,BB,2018,76.58,CC,64.32,BB,82.55,BB,78.81
002539.SZ,云图控股,B,2018,73.61,CCC,66.38,B,79.17,B,73.54
002540.SZ,亚太科技,BB,2018,79.64,B,72.97,BB,80.26,BBB,82.64
002541.SZ,鸿路钢构,BB,2018,79.44,CCC,68.77,BB,94.52,B,74.72
002542.SZ,中化岩土,B,2018,72.53,CC,61.92,B,73.55,BB,77.08
002543.SZ,万和电气,BBB,2018,84.3,BBB,83.39,BBB,84.27,BBB,84.78
002544.SZ,普天科技,BBB,2018,83.41,BBB,82.33,BBB,89.52,BBB,81.23
002545.SZ,东方铁塔,BB,2018,76.35,CCC,66.29,BB,82.73,BB,77.18
002546.SZ,新联电子,B,2018,70.19,CCC,67.12,B,55.39,BBB,81.73
002547.SZ,春兴精工,CC,2018,62.98,CC,61.82,CC,88.5,C,46.37
002548.SZ,金新农,CCC,2018,69.47,CC,60.5,CCC,80.58,CCC,66.55
002549.SZ,凯美特气,CCC,2018,66.8,C,51.03,CCC,58.35,BB,79.82
002550.SZ,千红制药,BB,2018,76.45,CCC,66.68,BB,68.33,A,86.91
002551.SZ,尚荣医疗,B,2018,73.87,CC,62.86,B,79.32,BB,75.81
002552.SZ,宝鼎科技,CCC,2018,69.22,CC,64.32,CCC,79.84,CC,64.56
002553.SZ,南方精工,BB,2018,76.88,C,55.68,BB,88.14,BBB,80.1
002554.SZ,惠博普,BB,2018,76.24,CCC,67.05,BB,81.65,BB,76.64
002555.SZ,三七互娱,BB,2018,75.3,C,58.43,BB,83.96,BBB,80.01
002556.SZ,辉隆股份,B,2018,73.87,C,59.88,B,90.23,B,74.48
002557.SZ,洽洽食品,B,2018,73.09,C,51.47,B,78.01,BBB,80.81
002558.SZ,巨人网络,BB,2018,75.98,CC,64.34,BB,85.89,BB,77.48
002559.SZ,亚威股份,CCC,2018,69.07,C,47.15,CCC,73.03,BB,77.58
002560.SZ,通达股份,BB,2018,79.23,CCC,69.61,BB,86.61,BB,79.17
002561.SZ,徐家汇,B,2018,73.86,C,46.26,B,85.35,BBB,81.88
002562.SZ,兄弟科技,B,2018,74.77,B,71.18,B,86.49,CCC,68.69
002563.SZ,森马服饰,BB,2018,76.08,C,49.98,BB,87.87,BBB,81.46
002564.SZ,天沃科技,B,2018,74.3,CCC,65.59,B,76.09,BB,77.76
002565.SZ,顺灏股份,BB,2018,78.47,B,72.97,BB,85.31,BB,76.66
002566.SZ,益盛药业,CCC,2018,68,C,54.93,CCC,72.4,B,71.71
002567.SZ,唐人神,B,2018,70.32,C,58.3,B,68.43,BB,77.72
002568.SZ,百润股份,B,2018,73.49,CC,64.44,B,70.72,BB,79.99
002569.SZ,ST步森,CC,2018,62.06,C,52.34,CC,70.72,CC,61.18
002570.SZ,贝因美,CC,2018,64.59,CC,62.86,CC,72.94,C,59.83
002571.SZ,德力股份,BB,2018,75.35,CC,64.4,BB,79.32,BB,78.27
002572.SZ,索菲亚,A,2018,88.98,A,87.25,A,91.71,A,88.03
002573.SZ,清新环境,BB,2018,76.87,CCC,67.59,BB,80.11,BB,78.2
002574.SZ,明牌珠宝,BB,2018,75.95,C,59.49,BB,74.57,A,85.29
002575.SZ,群兴玩具,B,2018,70.28,CC,60.2,B,67.86,BB,77.07
002576.SZ,通达动力,B,2018,70.4,C,56.53,B,60.61,BBB,84.09
002577.SZ,雷柏科技,B,2018,72.8,CC,61.82,B,61.96,A,85.72
002578.SZ,闽发铝业,BB,2018,75.1,CCC,68.15,BB,68.99,BBB,82.78
002579.SZ,中京电子,B,2018,70.69,CC,64.49,B,68.19,BB,75.54
002580.SZ,圣阳股份,BB,2018,79.95,B,73.19,BB,84.34,BBB,80.45
002581.SZ,未名医药,CCC,2018,69.03,C,59.99,CCC,72.69,B,71.17
002582.SZ,好想你,BB,2018,78.54,CC,64.44,BB,93.66,BB,75.54
002583.SZ,海能达,B,2018,74.57,CC,63.82,B,88.5,B,70.67
002584.SZ,西陇科学,CCC,2018,68.79,CCC,67.19,CCC,84.45,C,59.05
002585.SZ,双星新材,B,2018,72.24,C,55.14,B,70.05,BBB,82.45
002586.SZ,ST围海,B,2018,70.32,CC,64.17,B,65.08,BB,76.9
002587.SZ,奥拓电子,B,2018,71.52,C,59.75,B,70.82,BB,78
002588.SZ,史丹利,BB,2018,78.38,B,70.14,BB,82.76,BB,79.63
002589.SZ,瑞康医药,B,2018,74.97,CC,61.77,B,100,B,72.4
